name,country,region,sub_region,grape_varietal,wine_type,bottle_price,sale_price,description,merchant,address
 Sonoma-Cutrer Chardonnay Sonoma Coast,United States,California,Sonoma County,Chardonnay,Still wine,$30.19,$22.99,"Sonoma-Cutrer has been producing the finest quality wines since it opened as a vineyard company in 1973. Its foundation is built in the hillsides and rocky foothills in the region recognized as the Sonoma Coast Appellation - this region experiences long, even growing seasons thanks to the cool, foggy coastal climate. In the 70’s, the company planted several different grape varieties and virtually overnight Sonoma-Cutrer’s Chardonnay grapes had gained a reputation for exceptional quality and were in high demand by many premium wineries.Discussions about creating a cutting-edge winery began, and Sonoma-Cutrer gathered a crew of wine experts including Terrence Clancy, Brad Web, Bill Bonetti, Robert Haas, David Reid and Chuck Bennett. Under the guidance of these experts, Sonoma-Cutrer made Chardonnay its main focus, and it was to be made exclusively from Sonoma-Cutrer’s own vineyards. In 1981, ground was broken for the new winery.Today, Sonoma-Cutrer’s flagship wine, Russian River Ranches, is the most requested Chardonnay in America’s finest restaurants according to the annual Wine & Spirits Restaurant Poll, April 2013 (22 of the last 24 years). For wine consumers, the name Sonoma-Cutrer is synonymous with superb Chardonnay.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Folonari Soave,Italy,Veneto,Soave,Garganega,Still wine,$13.69,$9.99,"Wine Type: Dry White Grape Type: 80% Garganega, 20% Trebbiano. Country: Italy Region: Veneto Vinification: In stainless steel.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Folonari Valpolicella,Italy,Veneto,Valpolicella,Corvina,Still wine,$13.69,$9.99,Valpolicella is considered one of the famous wines of the Veneto region of Italy and is a classic selection from Folonari. An incredibly versatile wine and a comfortable complement to just about any meal.,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Robert Mondavi Woodbridge Pinot Grigio,United States,California,N/A,Pinot Gris,Still wine,$18.19,$12.99,"With aromas of nectarine and fresh peach, our crispand refreshing Pinot Grigio is a food-friendly wine and a delightful addition to any warm and sunny afternoon.Originating from the northern coast of Italy, Pinot Grigio has long been known for its ability to pair well with seafood and other light dishes. Our Pinot Grigio is a well-rounded wine with a refreshing peach-citrus finish that pairs nicely with oysters, roast chicken, or Brie. Serve slightly chilled.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Martini & Rossi Dry,Italy,N/A,N/A,Non-Varietal White Blend,Still wine,,$8.99,"MARTINI® captures the spark that set two men on a lifelong quest to make their stamp on Italian culture. Alessandro Martini - a spirited entrepreneur with a global vision - and Luigi Rossi - a creative muse whose botanical fragrances would lure noses along Turin’s via Dora Grossa... The year was 1863 when their newfound partnership was manifested in their first vermouth: The MARTINI® Rosso. This original blend remains the same to this day.These are the words immortalised on the gates of Casa Martini. “Where there’s a will, there’s a way”, echoes the shared vision of Alessandro Martini and Luigi Rossi to represent the greatest in Italian quality and style.Since 1864, the fields of Pessione in northern Italy are where our heart calls home. The Turin-Genoa railway line passes right beside us, which was key to our ambition of expansion. Generations of families have built Martini to what it is today. Local faces are rich with pride and the air is sickly sweet with the aroma of our vermouth.Our artisans of today are 8th generation MARTINI® masters. Each following in the footsteps of their predecessors. All dedicated craftsmen and custodians of MARTINI®’s quality and integrity. The only three people worldwide to know Mr. Rossi’s original recipe.Originally from a village just outside our home of Pessione, and a student of the world-renowned Scuola Enologica di Alba, where many MARTINI® experts have honed their craft. After 18 years of training, Musso succeeds the 30-year tenure of former master blender, Luciano Boero.MARTINI®’s original recipe remains guarded under lock and key. Our masters know it only by scent and taste. Over 500 botanical samples pass under Ivano’s nose each year, and only the combined experience of himself and Beppe can maintain Luigi Rossi’s legacy.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Korbel Extra Dry,United States,California,N/A,N/A,Sparkling,$17.99,$13.99,"VARIETAL COMPOSITION:CHENIN BLANC,FRENCH COLOMBARDAPPELLATION:CALIFORNIAALCOHOL:12.5% DOSAGE AT FINISHING:1.5% BY WEIGHTTOTAL ACIDITY:.75 G/100ML",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Korbel Extra Dry,click for more details,N/A,N/A,N/A,N/A,$19.99,$15.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Cupcake Pinot Noir,United States,California,Central Coast,Pinot Noir,Still wine,$12.19,$9.97,"The moderate growing climate of California’s Central Coast provides optimal growing conditions to produce complex, elegantly structured Pinot Noir. This wine has a lovely garnet hue and heady aromas of black cherries and ripe strawberries. The wine opens up to a flavor of red raspberry and a hint of spice with a creamy finish. We harvest our Pinot Noir grapes at their peak and cold soak them for a couple of days. The juice undergoes a cool fermentation to preserve the bright cherry fruit. American and French oak barrels are used to age the wine for about nine months.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Barefoot Riesling,United States,California,N/A,Riesling,Still wine,$8.99,$6.99,"Plays well with others. Especially spicy foods, fresh fruit and mild cheeses.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Cupcake Riesling Germany,Germany,Pfalz,N/A,Riesling,Still wine,$12.19,$8.99,"From Germany’s famed Pfalz region, our Riesling delights with aromas of ripe honeydew and lemon chiffon. The broad and full-bodied wine fills the palate with creamy lemon, bright citrus and a hint of sweetness, finishing with a zesty thirst-quenching zing. Cultivated on steep inclines in the Pfalz region, these grapes are hand-picked, then de-stemmed and gently pressed. We use a Riesling-specific yeast in a cool and slow fermentation to accentuate delicate flavors. By aging the wine sur lie and stirring it regularly for up to two months, we impart roundness to the body and create soft, creamy notes.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Frenzy Sauvignon Blanc,New Zealand,Marlborough,N/A,Sauvignon Blanc,Still wine,,$11.99,"FRENZY is a name inspired by the myriad, uncontrollable forces of nature that must fall into place in order to make great wine. It also connotes the numerous, vivid aromatic and flavor characteristics you will find in our New Zealand Sauvignon Blanc. Priced to offer exceptional value, FRENZY doesn’t compromise in its display of peach, grapefruit, lime, melon and fresh-cut grass characteristics, all enveloped in a brisk, refreshing acidity that will complement a wide range of foods.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Frenzy Sauvignon Blanc,click for more details,N/A,N/A,N/A,N/A,$19.99,$15.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Alamos Seleccion Malbec,Argentina,Cuyo,Mendoza,Malbec,Still wine,$20.99,$15.99,"Alamos is the number one Argentinean exported brand. Inthe last few years, they have lowered the oak in search of drinkable wines that do not pretend to have great complexity but rather provide drinking pleasure.- Luis Gutierrez, 237, The Wine Advocate, 29th Jun 2018",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Hedges Columbia Valley C.M.S. Red,United States,Washington,Columbia Valley,"Cabernet Sauvignon,Merlot,Syrah",Still wine,,$12.99,"Tending to the riches of Red Mountain with a visionary blend of biodynamic farming and time-honored winemaking techniques, Hedges Family Estate lends an ear to the earth and a voice to the vines.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 19 Crimes Red Blend,Australia,South Eastern Australia,N/A,Non-Varietal Red Blend,Still wine,$13.49,$9.99,"Nineteen crimes turned criminals into colonists. Upon conviction British rogues guilty of a least one of the 19 crimes were sentenced to live in Australia, rather than death. This punishment by “transportation” began in 1783 and many of the lawless died at sea. For the rough-hewn prisoners who made it to shore, a new world awaited. As pioneers in a frontier penal colony, they forged a new country and new lives, brick by brick. This wine celebrates the rules they broke and the culture they built.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Craggy Range Sauvignon Blanc,New Zealand,Wairarapa,Martinborough,Sauvignon Blanc,Still wine,$23.99,$18.99,"Craggy Range's Te Muna Road vineyard, in the Martinborough district at the south end of the North Island, is an exceptional estate unique in New Zealand. The property is divided into two terraces: an upper terrace lying entirely on the old, stony, decomposing Martinborough soils well suited to Pinot Noir; and a geologically distinct lower terrace dominated by classic New Zealand greywacke stones, a superb terrior for Sauvignon Blanc. This sheltered lower terrace, along the Huangarua River, is the former bed of this river and its deep, stony soils are interspersed with layers of sand, silt and clay. There are also significant deposits of limestone pebbles that have eroded from the adjacent hills over time. The majority of the vineyard's fourteen Sauvignon Blanc parcels, totaling 130 acres, are situated on the lower terrace.At harvest in early to mid-April, when the fruit has achieved 21º to 24º brix, each of the eleven parcels are gathered, the majority by hand, and most maintained separately throughout the fermentation process. The hand-picked grapes are chilled to 45(F overnight and then gently whole cluster pressed before cold settling. The machine-harvested parcels are picked when cool, early in the morning, and similarly pressed. All pressings are eliminated at this stage. The clear free-run juice is slowly cold-fermented partly with indigenous and partly with selected yeasts, and depending on the harvest, ten to twelve percent of the wine is barrel fermented with the balance vinified in stainless steel. The wine then spends two to four months on the fine lees. After a selection of the best parcels the wine is blended, gently fined and bottled in September.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
