,merchant,address,name,regprice,description,country,region,subregion,variety,type
593,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Roagna Dolcetta d'Alba,$23.99,"The fine estate of Roagna has long roots in the commune of Barbaresco, having been started very early in the twentieth century by Vincenzo Roagna. Vincenzo passed on the reigns to his son Giovanni Roagna, who in his turn saw his son Alfredo succeed him as the head of the estate. Today the property is run by the fourth generation of the family, Luca Roagna. Luca was born in 1980, and succeeded to ...",ITALY,PIEDMONT,DOLCETTO D'ALBA,DOLCETTO,Still wine
594,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Kendall Jackson Avant Chardonnay,$15.99,"Jess Jackson of Kendall Jackson Winery takes great pride in being a family owned and operated business. He believed that, ""being a family-owned winery absolutely affects our winemaking. It affords us the luxury to take the long view. We can take risks and grow our grapes in mountain and hillside vineyards- even though it is more difficult for both the farmer and the vine. But grapes grown on ...",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
595,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Senor Sangria,$11.99,Senor Sangria was masterfully crafted from a home recipe. It is made from only the highest quality ingredients including premium Chilean wine and natural fruit juices. There is nothing artificial added to this gem!  This is what Sangria would taste like if you made it yourself…..so why not save the time….this one is ready to enjoy without any fuss!A classic Chilean Sangria with rich Chilean red ...,N/A,N/A,N/A,N/A,N/A
596,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Norfolk Rise Cabernet Sauvig,$19.99,,N/A,N/A,N/A,N/A,N/A
597,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Vino del Arte Pinot Grigio,$20.99,,N/A,N/A,N/A,N/A,N/A
598,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",La Rioja Alta Vina Ardanza Reserva 2012,$37.99,"La Rioja Alta's Viña Ardanza has been our most popular Rioja for several years. It is no wonder, as this is the gold standard for traditional bodegas: a winery that ages their wines the old fashioned way, meaning three years in barrel with two rackings a year, followed by three years in bottle. According to the winery, the blend is, ""80% Tempranillo and 20% Garnacha. The Tempranillo grapes come ...",SPAIN,RIOJA,N/A,TEMPRANILLO,Still wine
599,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bluker Riesling Spatlese,$14.99,"What makes a good Riesling great? For some it's a combination of vibrant acidity, good weight on the palate, a balance of fruit and sweetness, and a mouth watering finish. Generally, we're happy with two or three out of four, but The Wine Buyer was thrilled to find the Bluker Spatlese, made by Weingut Louis Guntrum in the Rheinhessen, which hits on every note. 

 Fans of Mel Brooks ...",GERMANY,RHEINHESSEN,N/A,RIESLING,Still wine
600,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Izadi Rioja Rose Larrosa,$15.99,"Vina Izadi was in fact the Anton family’s first winery estate (even before Villacreces) as the family already owned old vineyards in the DOC. The winery was built in 1987 and in addition to the family vineyards, sourced additional fruit from locations within a triangle formed by 3 villages of Rioja Alavesa: Villabuena , Samaniego and Ábalos. Izadi is a benchmark example of traditional Rioja wines.",SPAIN,RIOJA,N/A,TEMPRANILLO,Still wine
601,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Black Box Pinot Noir,$24.99,"Years ago while traveling in Europe, Black Box founder Ryan Sproule was amazed at how many Europeans drank premium-quality box wines. They favored freshness, value and convenience over tradition. By forgoing expensive bottles in favor of bag-in-a-box packaging, European vintners were providing their customers with better wines at better prices.
When Ryan returned to the U.S., he was ...",N/A,N/A,N/A,N/A,N/A
602,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Menage A Trois Midnight,$14.99,"In 1981, two wine-loving psychiatrists established a boutique winery they named Folie à Deux, a French term meaning “a passion shared by two.” Thirty years later, our shared passion is crafting world-class Sonoma County wines that delight the senses and excite the imagination.A passionate blend bursting with dusky aromas, an extraordinarily deep color, and rich, ripe black fruit....",UNITED STATES,CALIFORNIA,N/A,BORDEAUX BLEND,Still wine
603,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Corte Corsano Chianti Classico,$18.99,"Like the millenarian city of Florence, emblem of beauty and culture, Chianti Classico wine represents the history of the Tuscany region. Chianti Classico is the Prince of Italian Wines, a legend in the world
Corte Corsano wines embody all that the Chianti Classico zone has become known for producing. High quality and complex are two adjectives that come to mind when thinking about Corte ...",N/A,N/A,N/A,N/A,N/A
604,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Orin Swift Abstract,$45.99,"Dave Phinney, owner, shares his story. “Orin Swift Cellars is the realization of a dream that began while studying abroad at the University of Florence in Florence, Italy. Like so many other college students I was at odds with what to do upon graduation. Fortunately for me, my roommate at the time was from an old wine family in the Sonoma valley and he had a great suggestion: ""Why not get into ...",UNITED STATES,CALIFORNIA,N/A,GRENACHE^PETITE SIRAH^SYRAH,Still wine
605,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Martini & Rossi Vermouth Extra Dry,$6.99,"The story of Martini is nearly 150 years of Italian passion. From its birth in Turin in 1863, it took on the world and succeeded. It became an icon, a symbol for those who love to live their life with style. 

Martini & Rossi was founded by Alessandro Martini, a skilled and respected master herbalist and Luigi Rossi an entrepreneur and successful wine merchant. Their motto ‘Volere é ...",N/A,N/A,N/A,N/A,N/A
606,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Cambria Chardonnay Katherine's Vineyard,$24.99,"Katherine’s Vineyard Chardonnay is an ocean influenced, single vineyard expression of “refrigerated sunshine” in a glass – layered, elegant, distinct. Fresh granny smith apples, floral and spice aromas dominate the nose; pink grapefruit, tangerine, citrus blossom, and apple pie flavors are balanced by a bit of wet stone. The oak influence creates a nice mid-palate, yet the wine still shows a ...",UNITED STATES,CALIFORNIA,SANTA BARBARA COUNTY,CHARDONNAY,Still wine
607,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bogle Vineyards Cabernet Sauvignon,$12.99,"Chris Smith, Director of Winemaking at Bogle, graduated from California State University, Fresno with a degree in Enology. Chris spent four years on the winemaking staff at Jordan where he focused on traditional production techniques for both Chardonnay and Cabernet Sauvignon. Taking a position at Kendall-Jackson as an assistant winemaker, he was able to fine-tune methods for producing wines from ",UNITED STATES,CALIFORNIA,YOLO COUNTY,CABERNET SAUVIGNON,Still wine
608,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Tribuno Sweet Vermouth,$8.99,"Vermouth is a fortified wine made from wine, spirits, herbs and spices. Used as an ingredient in many cocktails. Also used in many cooking recipes, Vermouth can be stored, without refrigeration, for up to a year.

Brown color. Candied nose of ripe peaches. A good mixer....",N/A,N/A,N/A,N/A,N/A
609,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fernet-Branca Amaro Liqueur,$29.99,"Though it was born back in 1845, over the years Fernet-Branca has successfully preserved the personality and uniqueness that have conquered Europe and America alike. Its secret formula, passed down from father to son in the Branca family, has guaranteed the protection of the quality that still makes it the digestive bitter liqueur par excellence. Indeed, the 27 herbs it contains come from all ...",N/A,N/A,N/A,N/A,N/A
610,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Taittinger Champagne Brut La Francaise,$59.99,"In 1734, Jacques Fourneaux established a wine-business in Champagne and worked closely with the Benedictine Abbeys which, at that time, owned the finest vineyards in the region. After the First World War, the wine-house was moved to a large mansion on the Rue de Tambour in which Theobald I of Navarre (1201 - 1253) had lived. A long-standing legend held that it was he who brought the Chardonnay ...",N/A,N/A,N/A,N/A,N/A
611,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Sheffield Cellars Cream Sherry,$9.99,"Sheffield Cellars dessert wines are produced by E&J Gallo. Since brothers Ernest and Julio Gallo began to turn their dream into reality over 75 years ago, the roots of the Gallo family tree have extended deep into the Winery. Today their children, grandchildren and great-grandchildren work in the Winery, carrying on the family tradition and values – a strong work ethic, a drive for perfection and ",UNITED STATES,CALIFORNIA,N/A,NON-VARIETAL WHITE BLEND,Still wine
612,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Carlo Rossi Burgundy,$21.99,"A salesman from day one, Charles ""Carlo"" Rossi started working for E. & J. Gallo Winery in 1953 alongside family friend Ernest Gallo. Two years later, Carlo Rossi Red Mountain wines were introduced and quickly became one of the winery's top sellers. 

By the time 1975 rolled around, ""Red Mountain"" was removed (but is still in use on some labels) and Carlo had become the face and voice ...",UNITED STATES,CALIFORNIA,N/A,NON-VARIETAL RED BLEND,Still wine
613,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Carlo Rossi Paisano,$21.99,"A salesman from day one, Charles ""Carlo"" Rossi started working for E. & J. Gallo Winery in 1953 alongside family friend Ernest Gallo. Two years later, Carlo Rossi Red Mountain wines were introduced and quickly became one of the winery's top sellers. 

By the time 1975 rolled around, ""Red Mountain"" was removed (but is still in use on some labels) and Carlo had become the face and voice ...",UNITED STATES,CALIFORNIA,N/A,NON-VARIETAL RED BLEND,Still wine
614,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Robert Mondavi Merlot Private Selection California,$11.99,"Robert Mondavi believed great wines begin in the vineyard. The wines of Robert Mondavi Private Selection embrace the best characteristics of California Central Coast vineyards. The unique geography and fascinating history of the region reveal a character as distinctive as the wines it produces.
Winemakers and winegrowers at Robert Mondavi Private Selection are united in the singular mission to ...",UNITED STATES,CALIFORNIA,N/A,MERLOT,Still wine
615,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Corvo Rosso,$12.99,"Corvo was founded by Prince Giuseppe Aliata Duke of Salaparuta in 1824 in the hills of Central and Western Sicily in the provinces of Agrigento and Caltanissetta. Corvo is one the most famous Sicilian wineries in existence. Since its inception it Corvo has produced quality Sicilian wines using varietals associated, almost exclusively, with the island. Today Corvo is one of the leading brands in ...",ITALY,SICILY,N/A,NERELLO MASCALESE^NERO D'AVOLA,Still wine
616,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Santa Margherita Merlot,$24.99,"The Santa Margherita trademark is a graphic stylization of the Renaissance drawing of Villa Marzotto at Portogruaro. It is the distinguishing mark for the labels of its famous wines. The splendid villa was built around 1540 in the historical center and today hosts the city cultural center.The wine has a bright, deep ruby red color, which is almost purple when young. Its bouquet is broad and ...",N/A,N/A,N/A,N/A,N/A
617,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Markham Cabernet Sauvignon,$38.99,"Bordeaux immigrant Jean Laurent came to California in 1852. Laurent built his first winery in 1874, a modest wooden structure.  Laurent was one of the largest producers in the 1880’s California wine boom. 

Bruce Markham arrived in Napa Valley almost 100 years later, also looking to start a winery. He purchased vineyards in Yountville, Oak Knoll and Calistoga and the old Laurent winery, ",UNITED STATES,CALIFORNIA,NAPA COUNTY,CHARDONNAY,Still wine
618,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Markham Sauvignon Blanc,$17.99,"Bordeaux immigrant Jean Laurent came to California in 1852. Laurent built his first winery in 1874, a modest wooden structure.  Laurent was one of the largest producers in the 1880’s California wine boom. 

Bruce Markham arrived in Napa Valley almost 100 years later, also looking to start a winery. He purchased vineyards in Yountville, Oak Knoll and Calistoga and the old Laurent winery, ",UNITED STATES,CALIFORNIA,NAPA COUNTY,SAUVIGNON BLANC,Still wine
